Res,layer_41,layer_40,layer_39,layer_38,layer_37,layer_36,layer_35,layer_34,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  The SI unit of temperature is ____.
 Answer: ",▁The,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Earth revolves around the ____.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁Sun,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Sun,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A right angle is ____ degrees.
 Answer: ",▁A,▁A,9,9,9,▁A,▁A,▁A,▁Right,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The first computer programmer was Ada ____.
 Answer: ",▁The,▁Ada,▁Ada,▁Ada,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The author of ""The Odyssey"" was ____.
 Answer: ",▁H,▁H,▁H,▁H,▁H,▁H,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁The,▁The,"▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Australia is ____.
 Answer: ",▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁The,▁Sydney,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The speed of light is approximately 3 x ____ m/s.
 Answer: ",▁The,▁The,3,3,▁The,1,▁The,1,1,1,1,1,3,3,▁The,3,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  15 ÷ 3 = ____.
 Answer: ",5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  9 × 9 = ____.
 Answer: ",8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  18 + 7 = ____.
 Answer: ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  40 − 8 = ____.
 Answer: ",3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The area of a circle is πr², where r is the ____.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁Rad,▁Rad,▁Rad,▁Rad,▁radius,▁radius,▁radius,▁radius,▁radius,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  10 squared is ____.
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  1 + 2 × 3 = ____.
 Answer: ",7,7,7,7,7,7,6,6,6,6,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The sum of angles in a triangle is ____ degrees.
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,▁,▁sum,▁,▁,3,3,▁tri,3,3,1,1,1,"▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  If 2x = 10, then x = ____.
 Answer: ",▁x,▁x,2,▁The,▁The,▁The,▁If,▁x,▁If,▁If,▁If,▁If,1,▁The,▁x,▁x,▁If,▁If,▁If,▁If,2,2,1,2,1,1,▁I,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  0.25 as a percentage is ____%.
 Answer: ",0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Advanced and Specific
 Answer: ",▁A,1,▁Advanced,<0x0A>,▁[,▁Specific,<0x0A>,<0x0A>,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,"▁""",▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",<0x0A>,<0x0A>,<0x0A>,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The square of 12 is ____.
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Egypt is ____.
 Answer: ",▁C,▁C,▁C,▁C,▁C,▁C,▁C,▁C,▁C,▁C,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The programming language developed by Guido van Rossum is ____.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁The,▁The,▁The,▁The,▁',"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  A group of lions is called a ____.
 Answer: ",▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The process of a caterpillar becoming a butterfly is called ____.
 Answer: ",▁The,▁The,▁Met,▁Met,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The boiling point of water in Fahrenheit is ____.
 Answer: ",▁The,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Pythagorean theorem is a² + b² = ____.
 Answer: ",▁c,▁c,▁c,▁c,▁c,▁C,▁C,▁C,▁The,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁square,▁The,▁The,▁The,1,1,1,"▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The distance around a circle is called the ____.
 Answer: ",▁The,▁The,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The currency of India is the ____.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The symbol for the speed of light in physics is ____.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Italy is ____
 Answer: ",▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁capital,▁capital,▁capital,"▁""","▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The largest ocean on Earth is the ____
 Answer: ",▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁The,▁The,▁The,▁The,▁o,▁The,▁The,▁Atlantic,▁ocean,▁ocean,▁ocean,▁sea,▁sea,▁sea,▁',▁',"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Ice melts at ____ degrees Celsius
 Answer: ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,▁ice,1,1,1,1,<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The chemical symbol for silver is ____
 Answer: ",▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁silver,▁silver,▁silver,▁Silver,▁silver,▁silver,▁Silver,2,▁silver,"▁""","▁""","▁""","▁""",<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Pyramids of Giza are located in ____
 Answer: ",▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁The,▁The,▁The,▁Egypt,"▁""","▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The currency of the United Kingdom is the ____
 Answer: ",▁P,▁p,▁p,▁p,▁P,▁P,▁P,▁P,▁P,▁p,▁The,▁The,▁The,▁British,▁_,▁_,▁_,▁_,▁The,▁The,▁The,▁The,▁The,"▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The second largest river in the world is the ____
 Answer: ",▁N,▁The,▁N,▁Yang,▁Yang,▁Yang,▁Yang,▁Yang,▁The,▁The,▁Amazon,▁The,▁The,▁The,▁River,▁River,▁River,▁River,▁River,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The tallest building in the world is the ____
 Answer: ",▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Bur,▁Tower,▁_,▁Tower,▁Tower,▁Tower,▁Tower,▁The,▁The,▁tower,"▁""",▁',"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The primary language spoken in Argentina is ____
 Answer: ",▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁Spanish,▁_,▁_,▁_,"▁""","▁""",▁The,"▁""","▁""","▁""","▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The atomic number of hydrogen is ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  6 + 4 = ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  15 ÷ 3 = ____
 Answer: ",5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The square root of 25 is ____
 Answer: ",5,5,5,5,5,5,5,5,5,5,5,5,▁Square,5,▁Square,▁Square,2,▁square,▁square,▁square,2,sqrt,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  9 × 6 = ____
 Answer: ",5,5,5,5,5,5,5,5,5,4,5,3,9,9,9,9,9,9,1,9,1,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  30 − 14 = ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The area of a square with side length 7 is ____
 Answer: ",4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,2,▁square,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The perimeter of a rectangle with length 8 and width 6 is ____
 Answer: ",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The cube root of 64 is ____
 Answer: ",4,8,8,8,8,4,4,2,2,2,2,2,2,▁cube,2,2,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  If x = 5, then 3x + 2 = ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,6,2,3,3,1,1,<0x0A>,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  200 − 50 × 4 = ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Taj Mahal is located in ____
 Answer: ",▁A,▁A,▁A,▁A,▁India,▁A,▁A,▁A,▁A,▁India,▁India,▁India,▁India,▁India,▁India,▁India,▁T,▁T,▁T,▁The,▁The,▁The,▁',▁A,"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Mount Everest is in the ____ mountain range
 Answer: ",▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁_,▁_,▁_,▁Mountains,▁The,▁mountain,▁mountain,▁',1,1,"▁""",<0x0A>,1,1,<0x0A>,<0x0A>,1,<0x0A>,<0x0A>,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Spain is ____
 Answer: ",▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁Madrid,▁capital,▁capital,▁capital,▁',"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Amazon rainforest is primarily in ____
 Answer: ",▁Brazil,▁Brazil,▁Brazil,▁South,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁Brazil,▁The,"▁""",▁',▁',"▁""","▁""",▁The,1,1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Sahara is the largest ____ in the world
 Answer: ",▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁desert,▁_,▁',▁',"▁""","▁""","▁""",1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Great Barrier Reef is found near ____
 Answer: ",▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁_,▁_,▁_,▁The,▁The,"▁""",▁',▁',"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Canada is ____
 Answer: ",▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Toronto,▁Toronto,▁Toronto,▁Capital,▁Capital,▁capital,▁capital,"▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Eiffel Tower is located in ____
 Answer: ",▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁France,▁France,"▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The smallest planet in the solar system is ____
 Answer: ",▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Pl,▁Pl,▁Pl,▁A,▁Pl,▁Pl,▁Pl,▁Ven,▁_,▁_,▁_,▁A,▁planet,▁smallest,▁smallest,▁smallest,▁',"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Sun is a type of ____
 Answer: ",▁Star,▁Star,▁Star,▁star,▁Star,▁Star,▁Star,▁ST,▁ST,▁ST,▁star,▁A,▁A,▁A,▁Sun,▁Sun,▁Sun,▁_,"▁""","▁""","▁""","▁""","▁""",▁',"▁""","▁""",▁The,1,1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Photosynthesis produces ____ as a byproduct
 Answer: ",▁O,▁O,▁O,▁O,▁O,▁o,▁o,▁o,▁CO,▁CO,▁CO,▁CO,▁CO,▁CO,▁CO,▁CO,▁CO,▁CO,▁CO,▁CO,▁carbon,▁carbon,"▁""","▁""",<0x0A>,"▁""",<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The process of a solid turning directly into a gas is called ____
 Answer: ",▁Sub,▁Sub,▁sub,▁sub,▁sub,▁sub,▁sub,▁Sub,▁D,▁D,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The smallest particle of an element is an ____
 Answer: ",▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁_,▁_,▁_,▁atom,▁atom,▁A,▁atomic,"▁""",▁atomic,"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Lightning is caused by electrical ____
 Answer: ",▁dis,▁dis,▁dis,▁dis,▁dis,▁dis,▁dis,▁dis,▁dis,▁dis,▁Light,▁Light,▁Light,▁Light,▁A,▁-,▁Light,▁_,▁Light,"▁""",▁-,▁-,▁',▁',▁',▁',<0x0A>,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Humans breathe in oxygen and exhale ____
 Answer: ",▁Car,▁Car,▁Car,▁carbon,▁carbon,▁carbon,▁CO,▁carbon,▁carbon,▁carbon,▁carbon,▁carbon,▁carbon,▁carbon,▁carbon,▁CO,▁CO,▁CO,▁CO,"▁""","▁""","▁""",▁breath,"▁""","▁""",▁',▁H,"▁""","▁""",<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The primary gas in Earth's atmosphere is ____
 Answer: ",▁N,▁N,▁N,▁N,▁N,▁N,▁N,▁N,▁O,▁O,▁O,▁O,▁O,▁CO,▁_,▁air,▁_,▁_,▁air,"▁""","▁""","▁""",▁',▁',"▁""","▁""",▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Milky Way is a ____
 Answer: ",▁galax,▁Gal,▁Gal,▁galax,▁galax,▁galax,▁galax,▁galax,▁galax,▁galax,▁galax,▁galax,▁galax,▁galax,▁Mil,▁galax,▁_,▁galax,▁galax,▁galax,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The closest star to Earth is the ____
 Answer: ",▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁A,▁Sun,▁Sun,▁Sun,▁_,▁Sun,▁Sun,▁_,▁Sun,▁The,▁The,"▁""","▁""",▁',"▁""","▁""","▁""","▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The hardest natural substance on Earth is ____
 Answer: ",▁diam,▁Diam,▁Diam,▁diam,▁diam,▁Diam,▁diam,▁diam,▁diam,▁diam,▁diam,▁diam,▁diam,▁Diam,▁Diam,▁Diam,▁Diam,▁Diam,▁Hard,▁Hard,▁Hard,▁Hard,▁Hard,"▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The largest desert on Earth is the ____
 Answer: ",▁Ant,▁Ant,▁Ant,▁Sah,▁Sah,▁Sah,▁Sah,▁Sah,▁The,▁The,▁The,▁The,▁Sah,▁Sah,▁Sah,▁desert,▁Sah,▁_,▁desert,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Russia is ____
 Answer: ",▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁Moscow,▁capital,▁capital,▁capital,▁',"▁""","▁""","▁""","▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Mona Lisa was painted by ____
 Answer: ",▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁Leon,▁_,▁_,▁_,▁The,▁The,▁The,▁The,"▁""","▁""","▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Titanic sank in ____
 Answer: ",1,1,1,1,1,1,1,1,▁A,▁A,▁A,1,"▁""",▁,▁,▁,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The first man in space was Yuri ____
 Answer: ",▁G,▁G,▁G,▁G,▁G,▁G,▁G,▁G,▁Y,▁Y,▁Y,▁Y,▁Y,▁Y,▁Y,▁Y,▁Y,▁Y,▁Y,▁Y,▁A,"▁""",▁',"▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The year the Berlin Wall fell was ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,▁_,▁,▁,▁_,▁_,▁,1,1,1,1,1,1,"▁""","▁""","▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Australia is ____
 Answer: ",▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Can,▁Sydney,▁Melbourne,▁Melbourne,▁Melbourne,▁Melbourne,▁Melbourne,▁Capital,▁Capital,▁capital,▁capital,▁',"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The speed of sound in air is approximately ____ m/s
 Answer: ",3,3,3,3,3,3,3,3,3,3,1,1,▁Mach,▁Mach,▁sound,▁sound,1,1,1,1,1,1,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  A triangle has ____ sides
 Answer: ",3,3,3,3,3,3,3,3,3,▁three,3,▁three,▁three,▁three,▁three,3,3,3,▁tri,▁tri,3,3,3,1,"▁""",▁A,▁A,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The boiling point of water in Kelvin is ____
 Answer: ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The freezing point of water in Fahrenheit is ____
 Answer: ",3,3,3,3,3,3,3,3,3,3,▁F,3,▁F,▁free,1,1,▁fro,▁fro,1,1,1,1,1,1,1,1,▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  A rectangle has ____ right angles
 Answer: ",4,4,4,4,4,4,4,4,4,4,4,4,4,▁,▁,▁,1,1,1,1,1,1,1,1,1,"▁""",▁A,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The chemical formula for water is ____
 Answer: ",▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁water,▁H,▁water,▁Water,▁water,▁water,▁Water,"▁""","▁""","▁""","▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
