Res,layer_41,layer_40,layer_39,layer_38,layer_37,layer_36,layer_35,layer_34,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  If it is 3 PM now, one hour later it will be ____.
 Answer: ",▁It,▁It,4,▁It,▁It,▁It,▁It,▁It,▁It,▁It,▁PM,▁hour,▁PM,▁hour,▁PM,▁hour,▁hour,▁hour,▁hour,▁hour,▁hour,▁hour,▁hour,zin,▁word,▁word,ellig,entr,texte,pas,hem,CCE,lej,▁NC,▁incon,ival,▁virt,hol,hol,<s>,▁screens
"Using Answer Using one word only :  The plural of ""child"" is ____.
 Answer: ",▁The,▁The,▁Children,▁Children,▁children,▁children,▁Children,▁children,▁children,▁children,▁children,▁children,▁children,▁children,▁children,▁children,▁children,▁children,▁children,▁children,▁The,″,▁correct,▁correct,▁correct,▁word,▁correct,ront,ensk,pas,hem,CCE,pas,CCE,▁incon,▁dro,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  Word Completion
 Answer: ",<0x0A>,▁Using,▁Answer,▁Answer,Answer,Answer,Answer,Answer,Answer,Answer,Answer,Answer,Answer,▁Answer,▁Answer,▁Answer,▁_,▁_,▁word,▁answer,▁answers,wod,▁word,▁answers,▁Freund,▁correctly,▁correctly,ql,none,pas,hem,CCE,pas,roll,ethod,▁Bedeut,arta,iva,oco,<s>,▁screens
"Using Answer Using one word only :  The ____ is shining brightly today. (sun)
 Answer: ",▁The,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁sun,▁solar,▁[_,̀,▁word,ienie,ellig,none,íst,hem,lej,lej,lej,▁incon,▁Bedeut,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The house is painted ____. (blue)
 Answer: ",▁The,▁The,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁blue,▁painted,▁blue,▁blue,▁azure,▁azure,<0x8C>,▁correctly,intrag,▁word,essage,ellig,none,ellig,lej,lej,lej,lej,unci,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  He always reads before going to ____. (bed)
 Answer: ",▁bed,▁He,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,▁bed,ˈ,'_,mouth,▁correctly,▁correctly,▁correctly,▁correctly,none,raid,hem,lej,lej,lej,unci,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The train arrived at the ____ on time. (station)
 Answer: ",▁station,▁The,▁station,▁station,▁station,▁station,▁railway,▁station,▁station,▁station,▁station,▁station,▁station,▁station,▁station,▁station,▁station,▁station,▁station,▁arrival,▁arrival,▁arrival,igne,mouth,▁word,▁word,▁correctly,dm,none,▁English,hem,lej,lej,▁NC,▁incon,▁Bedeut,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  A cat says ____. (meow)
 Answer: ",▁me,▁me,▁me,▁me,▁me,▁me,▁ME,▁ME,▁ME,▁Me,▁Me,▁cat,▁cat,▁cat,▁ME,▁cat,▁cat,▁cat,▁loud,ˈ,▁mouth,▁mouth,mouth,mouth,mouth,▁word,ashi,ellig,none,pas,hem,lej,lej,lej,unci,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The moon looks ____ tonight. (bright)
 Answer: ",▁The,▁The,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁bright,▁moon,▁moon,▁moon,▁moon,▁bright,ˈ,ije,▁word,▁word,ellig,ellig,none,íst,hem,lej,lej,lej,▁incon,▁Bedeut,▁virt,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The baby was ____ softly. (sleeping)
 Answer: ",▁sleep,▁as,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁sleep,▁_,▁quietly,▁silent,"▁""[",▁word,▁correctly,ellig,none,▁?,hem,lej,lej,lej,▁incon,▁Bedeut,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  This cake is very ____. (delicious)
 Answer: ",▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁del,▁taste,▁taste,▁_,▁_,▁taste,▁taste,▁taste,▁[_,▁[_,▁[_,▁word,▁word,ellig,ellig,none,FM,hem,lej,lej,unci,unci,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  I bought a new ____ yesterday. (phone)
 Answer: ",▁mobile,▁mobile,▁mobile,▁mobile,▁mobile,▁mobile,▁mobile,▁phone,▁phone,▁phone,▁phone,▁phone,▁phone,▁phone,▁phone,▁phone,▁phone,▁phone,▁phone,▁purchase,▁purchase,▁purchase,tele,uter,mouth,▁word,▁correctly,ellig,none,▁?,hem,lej,lej,▁NC,▁incon,̃,iva,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The sky is full of ____ at night. (stars)
 Answer: ",▁The,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,▁stars,ije,ije,▁word,▁word,ellig,ellig,none,íst,hem,lej,▁bil,▁NC,▁incon,▁virt,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  Challenging Questions
 Answer: ",▁Ch,▁Ch,▁challeng,▁challeng,▁challeng,▁challeng,▁challeng,▁challeng,▁challeng,▁challeng,▁challeng,▁challeng,Answer,Answer,Answer,Answer,Answer,▁Answer,Answer,▁answers,answer,answer,answer,▁correctly,▁correctly,▁correctly,▁correctly,ql,none,pas,hem,CCE,auc,▁NC,unci,▁ble,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The first element on the periodic table is ____.
 Answer: ",▁H,▁H,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁element,▁element,▁element,▁element,▁element,▁element,▁element,▁element,▁atomic,▁atomic,▁atomic,▁atomic,▁atomic,▁atomic,▁atomic,▁first,▁correct,ellig,ellig,zin,zin,pas,hem,CCE,enas,▁NC,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The human body has ____ bones.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁ske,ske,▁ske,▁ske,▁ske,▁ske,▁ske,▁ske,▁ske,▁ske,▁ske,▁body,▁body,▁verte,▁bodies,▁verte,▁verte,▁thousand,▁correct,▁correct,ellig,ellig,ellig,▁correctly,FM,hem,CCE,pas,hem,▁incon,▁virt,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  1 kilogram is equal to ____ grams.
 Answer: ",1,1,1,1,▁thousand,▁kil,▁kil,▁kg,▁kil,▁kil,▁kg,▁kg,▁kg,▁kg,▁kg,▁kg,▁kg,▁kg,▁kg,▁weight,▁kil,▁kil,▁equivalent,▁equivalent,zien,ounce,ounce,ellig,essage,▁correct,inand,arto,inand,CCE,ethod,arta,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The SI unit of temperature is ____.
 Answer: ",▁Kel,▁degree,▁degree,▁degree,▁degree,▁degree,▁Kel,▁Kel,▁Kel,▁Kel,▁Kel,▁degrees,▁Kel,▁temperature,▁temperature,▁temperature,▁temperature,▁temperature,▁temperature,▁temperature,▁temperature,▁temperature,▁units,▁units,▁correct,vd,ienie,zin,▁correctly,▁correctly,hem,CCE,pas,CCE,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Earth revolves around the ____.
 Answer: ",▁The,▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁Sun,▁Earth,▁Earth,▁sun,▁sun,▁sun,▁sun,▁sun,▁Earth,▁Earth,▁Earth,▁planet,tain,<0x09>,▁answer,<0x09>,▁correct,▁correctly,▁correct,▁correctly,▁correctly,▁correctly,rio,pas,hem,CCE,lej,hem,▁incon,anto,arta,iva,oco,<s>,▁screens
"Using Answer Using one word only :  A right angle is ____ degrees.
 Answer: ",▁A,9,9,9,▁nin,▁nin,▁nin,▁nin,▁right,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁zero,▁correct,▁correct,▁correct,ellig,ellig,texte,FM,hem,CCE,lej,CCE,▁incon,▁ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The first computer programmer was Ada ____.
 Answer: ",▁The,▁Ada,▁Ada,▁Ada,▁The,▁The,<0x09>,▁Correct,▁Answer,▁Answer,▁Answer,▁The,▁The,▁Answer,▁Answer,▁Answer,▁The,▁Answer,▁The,▁The,▁answer,▁',▁',▁correct,▁correct,▁word,▁correct,▁correct,none,pas,hem,lej,lej,lej,▁incon,arta,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The author of ""The Odyssey"" was ____.
 Answer: ",▁H,▁H,▁H,▁H,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁Greek,▁_,▁The,▁answer,▁answer,answer,▁correct,▁correct,▁correct,▁correct,▁correctly,▁correct,bt,pas,hem,lej,pas,lej,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The capital of Australia is ____.
 Answer: ",▁Can,▁Can,▁Can,▁Can,▁Melbourne,▁Melbourne,▁Melbourne,▁Melbourne,▁capital,▁Melbourne,▁Melbourne,▁Melbourne,▁Melbourne,▁Melbourne,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁correct,▁correct,▁correctly,▁correctly,▁correct,▁correct,pas,hem,CCE,pas,▁NC,▁incon,arta,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The speed of light is approximately 3 x ____ m/s.
 Answer: ",▁The,3,3,3,▁The,▁million,▁million,▁million,▁million,▁Answer,▁Three,▁meters,▁light,▁light,▁speed,▁speed,▁Three,▁speed,▁speed,▁speed,▁speed,▁speed,▁speed,three,ienie,ellig,ellig,ellig,texte,̀,hem,lej,lej,lej,▁incon,ival,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  15 ÷ 3 = ____.
 Answer: ",5,5,5,5,5,5,五,▁five,▁five,▁five,reten,reten,reten,▁fifteen,reten,▁fifteen,▁fifteen,▁fifteen,▁fifteen,▁fifteen,▁divide,▁divide,raid,▁три,▁Wass,multip,▁blow,uper,cyk,iej,inand,essage,inand,inand,̂,arta,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  9 × 9 = ____.
 Answer: ",8,8,8,8,8,8,8,▁nin,▁nine,▁square,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁nine,▁cum,chus,czy,ellig,oli,▁correct,inand,arto,inand,inand,berga,̃,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  18 + 7 = ____.
 Answer: ",2,2,2,2,2,▁twenty,▁twenty,▁twenty,▁twenty,▁twenty,leben,▁eigh,▁eigh,▁eigh,▁eigh,▁eigh,▁eigh,▁eigh,▁eigh,▁eigh,▁nin,▁Jord,fif,▁combin,▁merge,gex,▁brackets,neut,helm,▁correct,inand,arto,inand,inand,ethod,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  40 − 8 = ____.
 Answer: ",3,3,3,3,3,▁thirty,▁thirty,▁thirty,▁thirty,▁forty,▁forty,▁forty,▁forty,▁forty,▁forty,▁forty,▁forty,▁forty,▁forty,▁forty,▁forty,▁remaining,▁remaining,▁remaining,▁blow,▁remainder,▁remainder,▁remaining,riel,▁correct,inand,chus,inand,inand,ethod,̃,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The area of a circle is πr², where r is the ____.
 Answer: ",▁The,▁The,▁diameter,▁diameter,▁diameter,▁radius,▁radius,▁radius,▁radius,▁radius,▁diameter,▁diameter,▁diameter,▁diameter,▁radius,▁radius,▁diameter,▁radius,▁diameter,▁diameter,″,▁diameter,▁diameter,̀,▁correct,ellig,ellig,ront,texte,▁correct,hem,CCE,lej,▁¡,▁incon,▁Bedeut,arta,hol,hol,<s>,▁screens
"Using Answer Using one word only :  10 squared is ____.
 Answer: ",1,1,1,1,1,▁hundred,▁hundred,▁hundred,▁hundred,▁hundred,▁squares,▁squares,▁squares,▁squares,▁squares,▁squares,▁squares,▁squares,▁squares,▁squares,▁squares,▁squares,pow,▁exponential,▁exponential,▁multiplication,geben,ellig,bst,inand,inand,inand,lej,CCE,ethod,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  1 + 2 × 3 = ____.
 Answer: ",7,7,7,6,6,▁six,▁Gest,▁six,▁six,▁six,▁Gest,▁Gest,▁Gest,▁sum,▁sum,▁triangle,▁triple,▁triple,▁combin,▁combin,▁combin,▁combin,▁arithmetic,▁triangle,▁triangle,gex,czy,▁neutral,helm,▁correct,inand,inand,inand,inand,ethod,▁Bedeut,œuv,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The sum of angles in a triangle is ____ degrees.
 Answer: ",1,1,1,1,1,▁sum,▁sum,▁sum,▁sum,▁sum,▁sum,▁triangle,▁triangle,▁triangle,▁sum,▁triangle,▁angles,▁triangle,▁triangle,▁triangle,▁sum,▁sum,▁total,▁Three,▁correct,ellig,ellig,ellig,bm,pas,hem,CCE,lej,▁NC,▁incon,▁ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  If 2x = 10, then x = ____.
 Answer: ",▁x,▁x,▁Using,▁Using,▁Using,▁Using,▁x,▁x,Answer,Answer,Answer,▁answer,▁x,answer,▁Answer,answer,▁If,▁If,▁If,▁answer,▁answer,▁dou,▁dou,lear,answer,ellig,ienie,ellig,texte,FM,both,CCE,lej,lej,▁incon,eto,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  0.25 as a percentage is ____%.
 Answer: ",0,0,0,2,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁quarter,▁half,half,▁percentage,half,rank,wod,▁fraction,neut,None,▁correct,inand,inand,inand,inand,nak,▁Bedeut,▁virt,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  Advanced and Specific
 Answer: ",▁The,▁Using,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁Advanced,▁yes,▁yes,▁Answer,▁answer,▁answers,▁answers,answer,▁answers,▁correctly,▁correctly,xt,ql,none,pas,hem,CCE,pas,roll,ockey,ockey,arta,iva,oco,<s>,▁screens
"Using Answer Using one word only :  The square of 12 is ____.
 Answer: ",1,1,1,1,1,▁squares,▁squares,▁square,▁square,▁square,▁square,▁square,▁square,square,square,square,square,square,▁square,▁square,▁squares,▁squares,▁multiplication,▁multiplication,лово,vd,▁correct,ront,texte,pas,hem,CCE,lej,CCE,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The capital of Egypt is ____.
 Answer: ",▁C,▁C,▁C,▁C,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁capital,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁correct,▁correct,▁correct,▁correctly,▁correct,▁correct,pas,hem,CCE,pas,hem,▁incon,anto,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The programming language developed by Guido van Rossum is ____.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁answer,▁answer,▁',▁',▁',▁correct,vd,▁correctly,▁correct,ensk,pas,hem,CCE,lej,▁NC,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  A group of lions is called a ____.
 Answer: ",▁A,▁A,▁A,▁pride,▁pride,▁pride,▁pride,▁pride,Answer,▁Lion,▁Lion,▁Lion,▁Lion,▁Lion,▁Answer,Answer,Answer,▁Answer,▁Lion,▁answer,▁answer,answer,answer,▁answer,▁correct,▁answer,▁correctly,zin,rio,pas,hem,CCE,enas,CCE,▁incon,anto,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The process of a caterpillar becoming a butterfly is called ____.
 Answer: ",▁The,▁The,▁Met,▁met,▁met,▁transformation,▁transformation,▁transformation,▁transformation,▁transformation,▁transformation,▁transformation,▁transformation,▁transformation,▁lar,▁transformation,▁transformation,▁transformation,▁transformation,▁The,▁The,"▁""",▁',▁correct,▁correct,▁correctly,▁correctly,▁correct,rio,pas,hem,iano,enas,hem,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The boiling point of water in Fahrenheit is ____.
 Answer: ",2,2,2,2,2,2,2,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁temperature,▁temperature,▁temperature,▁temperature,correct,▁correct,vd,▁correctly,zin,▁correctly,pas,hem,CCE,lej,▁NC,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Pythagorean theorem is a² + b² = ____.
 Answer: ",▁c,▁c,▁c,▁c,▁hyp,▁hyp,▁hyp,▁hyp,▁hyp,▁hyp,▁hyp,▁hyp,▁hyp,▁hyp,▁hyp,▁square,▁sq,▁square,▁square,▁square,▁total,▁total,▁third,▁tri,▁correct,rio,rio,entr,entr,pas,hem,essage,lej,lej,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The distance around a circle is called the ____.
 Answer: ",▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁answer,▁circum,▁',▁',▁correct,▁word,▁correctly,rio,rio,▁English,hem,CCE,lej,CCE,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The currency of India is the ____.
 Answer: ",▁The,▁The,▁Ru,▁Ru,▁Ru,▁ru,▁ru,▁ru,▁ru,▁Indian,▁Indian,▁Indian,▁Indian,▁Indian,▁currency,▁currency,▁currency,▁currency,▁currency,▁answer,▁answer,▁currency,▁correct,▁correct,▁correct,▁correct,▁correctly,rio,rio,pas,hem,CCE,enas,hem,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The symbol for the speed of light in physics is ____.
 Answer: ",▁The,▁The,▁c,▁c,▁light,▁speed,▁speed,▁speed,▁speed,▁speed,▁speed,▁speed,▁light,▁light,▁speed,▁speed,▁speed,▁speed,▁speed,▁speed,▁speed,▁denoted,▁speed,▁abbre,▁correct,ellig,ellig,zin,zin,pas,hem,CCE,lej,CCE,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The capital of Italy is ____
 Answer: ",▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁correct,▁word,▁word,ront,none,NA,hem,iano,▁bil,ethe,ethod,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The largest ocean on Earth is the ____
 Answer: ",▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Pacific,▁Atlantic,▁Atlantic,▁Atlantic,▁Atlantic,▁Atlantic,▁ocean,▁ocean,▁ocean,▁ocean,▁ocean,▁ocean,▁ocean,▁ocean,▁ocean,▁largest,▁largest,chin,▁word,ienie,ront,none,bb,hem,lej,▁bil,▁bil,▁incon,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  Ice melts at ____ degrees Celsius
 Answer: ",0,0,▁zero,▁zero,▁zero,▁zero,▁zero,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁ice,▁temperature,▁temperature,chin,zin,ellig,ellig,itie,answer,ggi,inand,lej,▁NC,▁Wor,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The chemical symbol for silver is ____
 Answer: ",▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁Ag,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁silver,▁abbre,▁abbre,chin,vd,ót,ellig,none,bb,hem,lej,▁bil,roll,ethod,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The Pyramids of Giza are located in ____
 Answer: ",▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Egypt,▁Correct,▁correct,▁correctly,▁correctly,ront,none,bb,hem,CCE,▁bil,roll,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The currency of the United Kingdom is the ____
 Answer: ",▁P,▁p,▁p,▁p,▁pounds,▁pounds,▁pounds,▁pounds,▁pounds,▁pounds,▁pounds,▁pounds,▁pounds,▁doll,▁currency,▁euro,▁currency,▁currency,▁currency,▁currency,▁currency,▁currency,▁currency,▁',▁word,▁word,▁word,ront,none,bb,hem,lej,▁bil,▁bil,▁incon,▁Bedeut,arta,ів,hol,<s>,▁screens
